update_id,source_key,source_record_id,record_type,title,agency,program_focus,topic_keys,posted_date,updated_date,due_date,effective_date,docket_id,regulation_id,grant_id,opportunity_id,contract_id,vendor_keys_mentioned,rht_flag,comment_required_flag,action_required_by,importance_score,predictive_value_usd,score_evidence_json,summary,document_url,source_url,last_checked_at
upd-6c2dd7cac8939be9,medicaid_data,cmsmedicaid-72bf09e26ffb2856,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""28147"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Maryland"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 28147; Maryland,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-882762a3b1691540,medicaid_data,cmsmedicaid-7e4a95b631beb351,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""36289"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Massachusetts"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 36289; Massachusetts,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-b0f9019f3a4b6775,medicaid_data,cmsmedicaid-d85f14b970d0f4ce,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""80471"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Michigan"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 80471; Michigan,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-51824878dd22a87a,medicaid_data,cmsmedicaid-133964735367d5da,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""101435"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Minnesota"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 101435; Minnesota,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-3e3ed2df57c4f280,medicaid_data,cmsmedicaid-8dcab35d6e0c5683,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""1001"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Mississippi"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 1001; Mississippi,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-fafb0fc0ac31f59e,medicaid_data,cmsmedicaid-37198e8623352a66,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""5853"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Montana"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 5853; Montana,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-54a0a9eb46d2a624,medicaid_data,cmsmedicaid-2d1b23810c6b91ac,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""13503"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Nebraska"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 13503; Nebraska,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-e8bb1a7792f3ab5d,medicaid_data,cmsmedicaid-ec2de32e377a8fe2,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""7279"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Nevada"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 7279; Nevada,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-49b480b58a43ef0c,medicaid_data,cmsmedicaid-8e3e1fc0d502fe60,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""10502"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""New Hampshire"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 10502; New Hampshire,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-e1e45f24c8e8cb4b,medicaid_data,cmsmedicaid-530dc629d821ecdc,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""New Jersey"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 0; New Jersey,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-34f486707534e9ba,medicaid_data,cmsmedicaid-b02b259cbb1372d0,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""6316"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""New Mexico"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 6316; New Mexico,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-e6e926b854aeefa3,medicaid_data,cmsmedicaid-7355f858fd865526,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""141569"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""New York"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 141569; New York,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-e122a94f0e75f964,medicaid_data,cmsmedicaid-e4e28143cc730684,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""6952"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""North Dakota"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 6952; North Dakota,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-e5022c75369ece34,medicaid_data,cmsmedicaid-a372e156d18a02dd,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""83214"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Ohio"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 83214; Ohio,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-20885aaac2834cb1,medicaid_data,cmsmedicaid-dd6b66510b41a08c,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""29887"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Oklahoma"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 29887; Oklahoma,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-b4472cf73abd995c,medicaid_data,cmsmedicaid-050d6e52610cf188,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""57698"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Oregon"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 57698; Oregon,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-db7bd2d313836a0d,medicaid_data,cmsmedicaid-7b832f083f252f1a,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""406051"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Pennsylvania"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 406051; Pennsylvania,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-1ca83eeebf9c0228,medicaid_data,cmsmedicaid-250b1b33aee4355c,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Puerto Rico"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 0; Puerto Rico,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-81c8ece9b3a19aab,medicaid_data,cmsmedicaid-770f2ba3c9a0877b,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""0"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Rhode Island"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 0; Rhode Island,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-a5213c3fe0372e96,medicaid_data,cmsmedicaid-7b81b7d8db4be66c,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""46774"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""South Carolina"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 46774; South Carolina,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-90d5f6788b75f79b,medicaid_data,cmsmedicaid-ce5f16f62b064ae8,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""5889"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""South Dakota"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 5889; South Dakota,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-b43fd3465faf5233,medicaid_data,cmsmedicaid-43a4f4404beeb23c,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""49853"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Texas"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 49853; Texas,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
upd-f894d54128436965,medicaid_data,cmsmedicaid-99127b7ccb622464,dataset_signal,Section 1915(c) waiver program participants,Centers for Medicare & Medicaid Services,cms;medicaid;medicare,1915c;cms;hcbs;medicaid;medicare;service_use;waiver,,2025-01-17,,,,,,,,,false,false,,54,,"{""dataset_id"":""4d4eaf55-33d3-4468-80b4-63553f4530ae"",""matched_keywords"":[""Medicaid"",""Medicare""],""metric_name"":""section_1915c_waiver_enrollees"",""metric_period"":""2022"",""metric_value"":""9133"",""program_focus"":[""cms"",""medicaid"",""medicare""],""rht_flag"":false,""score_version"":""placeholder-rule-v1"",""source_file"":""data/cms_medicaid_dataset_signals.csv"",""source_score_evidence_keys"":[""dataset_id"",""endpoint_type"",""method"",""metric_name"",""metric_period"",""metric_value"",""rht_flag"",""signal_dimension"",""state"",""topic_keys"",""why_matters""],""state"":""Utah"",""topic_keys"":[""1915c"",""cms"",""hcbs"",""medicaid"",""medicare"",""service_use"",""waiver""]}",section_1915c_waiver_enrollees; 9133; Utah,,https://data.medicaid.gov/api/1/datastore/query/4d4eaf55-33d3-4468-80b4-63553f4530ae/0,2026-07-24T04:43:51Z
